time,gubun,confCase,confCaseRate,death,deathRate,criticalRate
2172,20201026T14:00:00Z,50-59,4769,18.37,21,4.60,0.44
2173,20201026T14:00:00Z,40-49,3481,13.41,4,0.88,0.11
2174,20201026T14:00:00Z,30-39,3200,12.33,2,0.44,0.06
2175,20201026T14:00:00Z,20-29,5086,19.6,0,0.00,0
2176,20201026T14:00:00Z,10-19,1422,5.48,0,0.00,0
2177,20201026T14:00:00Z,0-9,660,2.54,0,0.00,0
2178,20201027T14:00:00Z,남성,12121,46.54,246,53.48,2.03
2179,20201027T14:00:00Z,여성,13922,53.46,214,46.52,1.54
2180,20201027T14:00:00Z,80 이상,1127,4.33,231,50.22,20.5
2181,20201027T14:00:00Z,70-79,2083,8,149,32.39,7.15
2182,20201027T14:00:00Z,60-69,4148,15.93,53,11.52,1.28
2183,20201027T14:00:00Z,50-59,4792,18.4,21,4.57,0.44
2184,20201027T14:00:00Z,40-49,3495,13.42,4,0.87,0.11
2185,20201027T14:00:00Z,30-39,3209,12.32,2,0.43,0.06
2186,20201027T14:00:00Z,20-29,5098,19.58,0,0.00,0
2187,20201027T14:00:00Z,10-19,1429,5.49,0,0.00,0
2188,20201027T14:00:00Z,0-9,662,2.54,0,0.00,0
2189,20201028T14:00:00Z,남성,12167,46.53,247,53.58,2.03
2190,20201028T14:00:00Z,여성,13979,53.47,214,46.42,1.53
2191,20201028T14:00:00Z,80 이상,1132,4.33,231,50.11,20.41
2192,20201028T14:00:00Z,70-79,2090,7.99,150,32.54,7.18
2193,20201028T14:00:00Z,60-69,4157,15.9,53,11.50,1.27
2194,20201028T14:00:00Z,50-59,4812,18.4,21,4.56,0.44
2195,20201028T14:00:00Z,40-49,3512,13.43,4,0.87,0.11
2196,20201028T14:00:00Z,30-39,3224,12.33,2,0.43,0.06
2197,20201028T14:00:00Z,20-29,5118,19.57,0,0.00,0
2198,20201028T14:00:00Z,10-19,1435,5.49,0,0.00,0
2199,20201028T14:00:00Z,0-9,666,2.55,0,0.00,0
2200,20201029T14:00:00Z,남성,12235,46.57,247,53.46,2.02
2201,20201029T14:00:00Z,여성,14036,53.43,215,46.54,1.53
2202,20201029T14:00:00Z,80 이상,1136,4.32,231,50.00,20.33
2203,20201029T14:00:00Z,70-79,2100,7.99,151,32.68,7.19
2204,20201029T14:00:00Z,60-69,4182,15.92,53,11.47,1.27
2205,20201029T14:00:00Z,50-59,4829,18.38,21,4.55,0.43
2206,20201029T14:00:00Z,40-49,3526,13.42,4,0.87,0.11
2207,20201029T14:00:00Z,30-39,3247,12.36,2,0.43,0.06
2208,20201029T14:00:00Z,20-29,5131,19.53,0,0.00,0
2209,20201029T14:00:00Z,10-19,1443,5.49,0,0.00,0
2210,20201029T14:00:00Z,0-9,677,2.58,0,0.00,0
2211,20201030T14:00:00Z,남성,12289,46.58,248,53.56,2.02
2212,20201030T14:00:00Z,여성,14096,53.42,215,46.44,1.53
2213,20201030T14:00:00Z,80 이상,1140,4.32,231,49.89,20.26
2214,20201030T14:00:00Z,70-79,2106,7.98,152,32.83,7.22
2215,20201030T14:00:00Z,60-69,4202,15.93,53,11.45,1.26
2216,20201030T14:00:00Z,50-59,4845,18.36,21,4.54,0.43
2217,20201030T14:00:00Z,40-49,3545,13.44,4,0.86,0.11
2218,20201030T14:00:00Z,30-39,3263,12.37,2,0.43,0.06
2219,20201030T14:00:00Z,20-29,5147,19.51,0,0.00,0
2220,20201030T14:00:00Z,10-19,1452,5.5,0,0.00,0
2221,20201030T14:00:00Z,0-9,685,2.6,0,0.00,0
2222,20201031T14:00:00Z,남성,12352,46.59,248,53.45,2.01
2223,20201031T14:00:00Z,여성,14159,53.41,216,46.55,1.53
2224,20201031T14:00:00Z,80 이상,1150,4.34,232,50.00,20.17
2225,20201031T14:00:00Z,70-79,2116,7.98,152,32.76,7.18
2226,20201031T14:00:00Z,60-69,4209,15.88,53,11.42,1.26
2227,20201031T14:00:00Z,50-59,4871,18.37,21,4.53,0.43
2228,20201031T14:00:00Z,40-49,3563,13.44,4,0.86,0.11
2229,20201031T14:00:00Z,30-39,3285,12.39,2,0.43,0.06
2230,20201031T14:00:00Z,20-29,5168,19.49,0,0.00,0
2231,20201031T14:00:00Z,10-19,1457,5.5,0,0.00,0
2232,20201031T14:00:00Z,0-9,692,2.61,0,0.00,0
2233,20201101T17:00:00Z,남성,12412,46.6,249,53.43,2.01
2234,20201101T17:00:00Z,여성,14223,53.4,217,46.57,1.53
2235,20201101T17:00:00Z,80 이상,1153,4.33,234,50.21,20.29
2236,20201101T17:00:00Z,70-79,2122,7.97,152,32.62,7.16
2237,20201101T17:00:00Z,60-69,4224,15.86,53,11.37,1.25
2238,20201101T17:00:00Z,50-59,4884,18.34,21,4.51,0.43
2239,20201101T17:00:00Z,40-49,3588,13.47,4,0.86,0.11
2240,20201101T17:00:00Z,30-39,3304,12.4,2,0.43,0.06
2241,20201101T17:00:00Z,20-29,5192,19.49,0,0.00,0
2242,20201101T17:00:00Z,10-19,1471,5.52,0,0.00,0
2243,20201101T17:00:00Z,0-9,697,2.62,0,0.00,0
2244,20201102T14:00:00Z,남성,12460,46.61,249,53.21,2
2245,20201102T14:00:00Z,여성,14272,53.39,219,46.79,1.53
2246,20201102T14:00:00Z,80 이상,1157,4.33,236,50.43,20.4
2247,20201102T14:00:00Z,70-79,2130,7.97,152,32.48,7.14
2248,20201102T14:00:00Z,60-69,4242,15.87,53,11.32,1.25
2249,20201102T14:00:00Z,50-59,4894,18.31,21,4.49,0.43
2250,20201102T14:00:00Z,40-49,3607,13.49,4,0.85,0.11
2251,20201102T14:00:00Z,30-39,3317,12.41,2,0.43,0.06
2252,20201102T14:00:00Z,20-29,5201,19.46,0,0.00,0
2253,20201102T14:00:00Z,10-19,1480,5.54,0,0.00,0
2254,20201102T14:00:00Z,0-9,704,2.63,0,0.00,0
2255,20201103T14:00:00Z,남성,12503,46.64,249,52.75,1.99
2256,20201103T14:00:00Z,여성,14304,53.36,223,47.25,1.56
2257,20201103T14:00:00Z,80 이상,1158,4.32,237,50.21,20.47
2258,20201103T14:00:00Z,70-79,2133,7.96,153,32.42,7.17
2259,20201103T14:00:00Z,60-69,4253,15.87,54,11.44,1.27
2260,20201103T14:00:00Z,50-59,4909,18.31,22,4.66,0.45
2261,20201103T14:00:00Z,40-49,3614,13.48,4,0.85,0.11
2262,20201103T14:00:00Z,30-39,3330,12.42,2,0.42,0.06
2263,20201103T14:00:00Z,20-29,5218,19.47,0,0.00,0
2264,20201103T14:00:00Z,10-19,1485,5.54,0,0.00,0
2265,20201103T14:00:00Z,0-9,707,2.64,0,0.00,0
2266,20201104T14:00:00Z,남성,12564,46.66,249,52.53,1.98
2267,20201104T14:00:00Z,여성,14361,53.34,225,47.47,1.57
2268,20201104T14:00:00Z,80 이상,1163,4.32,238,50.21,20.46
2269,20201104T14:00:00Z,70-79,2143,7.96,154,32.49,7.19
2270,20201104T14:00:00Z,60-69,4276,15.88,54,11.39,1.26
2271,20201104T14:00:00Z,50-59,4929,18.31,22,4.64,0.45
2272,20201104T14:00:00Z,40-49,3625,13.46,4,0.84,0.11
2273,20201104T14:00:00Z,30-39,3355,12.46,2,0.42,0.06
2274,20201104T14:00:00Z,20-29,5237,19.45,0,0.00,0
2275,20201104T14:00:00Z,10-19,1488,5.53,0,0.00,0
2276,20201104T14:00:00Z,0-9,709,2.63,0,0.00,0
2277,20201105T14:00:00Z,남성,12627,46.68,250,52.63,1.98
2278,20201105T14:00:00Z,여성,14423,53.32,225,47.37,1.56
2279,20201105T14:00:00Z,80 이상,1165,4.31,239,50.32,20.52
2280,20201105T14:00:00Z,70-79,2149,7.94,154,32.42,7.17
2281,20201105T14:00:00Z,60-69,4291,15.86,54,11.37,1.26
2282,20201105T14:00:00Z,50-59,4958,18.33,22,4.63,0.44
2283,20201105T14:00:00Z,40-49,3648,13.49,4,0.84,0.11
2284,20201105T14:00:00Z,30-39,3375,12.48,2,0.42,0.06
2285,20201105T14:00:00Z,20-29,5258,19.44,0,0.00,0
2286,20201105T14:00:00Z,10-19,1496,5.53,0,0.00,0
2287,20201105T14:00:00Z,0-9,710,2.62,0,0.00,0
2288,20201106T13:00:00Z,남성,12701,46.7,251,52.73,1.98
2289,20201106T13:00:00Z,여성,14494,53.3,225,47.27,1.55
2290,20201106T13:00:00Z,80 이상,1170,4.3,239,50.21,20.43
2291,20201106T13:00:00Z,70-79,2158,7.94,155,32.56,7.18
2292,20201106T13:00:00Z,60-69,4304,15.83,54,11.34,1.25
2293,20201106T13:00:00Z,50-59,4986,18.33,22,4.62,0.44
2294,20201106T13:00:00Z,40-49,3674,13.51,4,0.84,0.11
2295,20201106T13:00:00Z,30-39,3399,12.5,2,0.42,0.06
2296,20201106T13:00:00Z,20-29,5282,19.42,0,0.00,0
2297,20201106T13:00:00Z,10-19,1503,5.53,0,0.00,0
2298,20201106T13:00:00Z,0-9,719,2.64,0,0.00,0
2299,20201106T14:00:00Z,남성,12701,46.7,251,52.73,1.98
2300,20201106T14:00:00Z,여성,14494,53.3,225,47.27,1.55
2301,20201106T14:00:00Z,80 이상,1170,4.3,239,50.21,20.43
2302,20201106T14:00:00Z,70-79,2158,7.94,155,32.56,7.18
2303,20201106T14:00:00Z,60-69,4304,15.83,54,11.34,1.25
2304,20201106T14:00:00Z,50-59,4986,18.33,22,4.62,0.44
2305,20201106T14:00:00Z,40-49,3674,13.51,4,0.84,0.11
2306,20201106T14:00:00Z,30-39,3399,12.5,2,0.42,0.06
2307,20201106T14:00:00Z,20-29,5282,19.42,0,0.00,0
2308,20201106T14:00:00Z,10-19,1503,5.53,0,0.00,0
2309,20201106T14:00:00Z,0-9,719,2.64,0,0.00,0
2310,20201107T15:00:00Z,남성,12751,46.73,251,52.62,1.97
2311,20201107T15:00:00Z,여성,14533,53.27,226,47.38,1.56
2312,20201107T15:00:00Z,80 이상,1174,4.3,240,50.31,20.44
2313,20201107T15:00:00Z,70-79,2169,7.95,155,32.49,7.15
2314,20201107T15:00:00Z,60-69,4317,15.82,54,11.32,1.25
2315,20201107T15:00:00Z,50-59,4995,18.31,22,4.61,0.44
2316,20201107T15:00:00Z,40-49,3695,13.54,4,0.84,0.11
2317,20201107T15:00:00Z,30-39,3414,12.51,2,0.42,0.06
2318,20201107T15:00:00Z,20-29,5292,19.4,0,0.00,0
2319,20201107T15:00:00Z,10-19,1508,5.53,0,0.00,0
2320,20201107T15:00:00Z,0-9,720,2.64,0,0.00,0
2321,20201108T14:00:00Z,남성,12827,46.77,252,52.72,1.96
2322,20201108T14:00:00Z,여성,14600,53.23,226,47.28,1.55
2323,20201108T14:00:00Z,80 이상,1183,4.31,241,50.42,20.37
2324,20201108T14:00:00Z,70-79,2193,8,155,32.43,7.07
2325,20201108T14:00:00Z,60-69,4341,15.83,54,11.30,1.24
2326,20201108T14:00:00Z,50-59,5017,18.29,22,4.60,0.44
2327,20201108T14:00:00Z,40-49,3717,13.55,4,0.84,0.11
2328,20201108T14:00:00Z,30-39,3440,12.54,2,0.42,0.06
2329,20201108T14:00:00Z,20-29,5301,19.33,0,0.00,0
2330,20201108T14:00:00Z,10-19,1512,5.51,0,0.00,0
2331,20201108T14:00:00Z,0-9,723,2.64,0,0.00,0
2332,20201109T14:00:00Z,남성,12884,46.76,252,52.50,1.96
2333,20201109T14:00:00Z,여성,14669,53.24,228,47.50,1.55
2334,20201109T14:00:00Z,80 이상,1192,4.33,242,50.42,20.3
2335,20201109T14:00:00Z,70-79,2208,8.01,156,32.50,7.07
2336,20201109T14:00:00Z,60-69,4356,15.81,54,11.25,1.24
2337,20201109T14:00:00Z,50-59,5036,18.28,22,4.58,0.44
2338,20201109T14:00:00Z,40-49,3736,13.56,4,0.83,0.11
2339,20201109T14:00:00Z,30-39,3465,12.58,2,0.42,0.06
2340,20201109T14:00:00Z,20-29,5316,19.29,0,0.00,0
2341,20201109T14:00:00Z,10-19,1518,5.51,0,0.00,0
2342,20201109T14:00:00Z,0-9,726,2.63,0,0.00,0
2343,20201110T14:00:00Z,남성,12940,46.79,255,52.58,1.97
2344,20201110T14:00:00Z,여성,14713,53.21,230,47.42,1.56
2345,20201110T14:00:00Z,80 이상,1197,4.33,245,50.52,20.47
2346,20201110T14:00:00Z,70-79,2217,8.02,157,32.37,7.08
2347,20201110T14:00:00Z,60-69,4371,15.81,55,11.34,1.26
2348,20201110T14:00:00Z,50-59,5049,18.26,22,4.54,0.44
2349,20201110T14:00:00Z,40-49,3748,13.55,4,0.82,0.11
2350,20201110T14:00:00Z,30-39,3478,12.58,2,0.41,0.06
2351,20201110T14:00:00Z,20-29,5337,19.3,0,0.00,0
2352,20201110T14:00:00Z,10-19,1527,5.52,0,0.00,0
2353,20201110T14:00:00Z,0-9,729,2.64,0,0.00,0
2354,20201111T14:00:00Z,남성,13008,46.79,257,52.77,1.98
2355,20201111T14:00:00Z,여성,14791,53.21,230,47.23,1.55
2356,20201111T14:00:00Z,80 이상,1212,4.36,246,50.51,20.3
2357,20201111T14:00:00Z,70-79,2236,8.04,157,32.24,7.02
2358,20201111T14:00:00Z,60-69,4401,15.83,56,11.50,1.27
2359,20201111T14:00:00Z,50-59,5070,18.24,22,4.52,0.43
2360,20201111T14:00:00Z,40-49,3760,13.53,4,0.82,0.11
2361,20201111T14:00:00Z,30-39,3496,12.58,2,0.41,0.06
2362,20201111T14:00:00Z,20-29,5357,19.27,0,0.00,0
2363,20201111T14:00:00Z,10-19,1532,5.51,0,0.00,0
2364,20201111T14:00:00Z,0-9,735,2.64,0,0.00,0
2365,20201112T14:00:00Z,남성,13085,46.83,257,52.77,1.96
2366,20201112T14:00:00Z,여성,14857,53.17,230,47.23,1.55
2367,20201112T14:00:00Z,80 이상,1216,4.35,246,50.51,20.23
2368,20201112T14:00:00Z,70-79,2245,8.03,157,32.24,6.99
2369,20201112T14:00:00Z,60-69,4416,15.8,56,11.50,1.27
2370,20201112T14:00:00Z,50-59,5095,18.23,22,4.52,0.43
2371,20201112T14:00:00Z,40-49,3782,13.54,4,0.82,0.11
2372,20201112T14:00:00Z,30-39,3519,12.59,2,0.41,0.06
2373,20201112T14:00:00Z,20-29,5383,19.26,0,0.00,0
2374,20201112T14:00:00Z,10-19,1545,5.53,0,0.00,0
2375,20201112T14:00:00Z,0-9,741,2.65,0,0.00,0
2376,20201113T14:00:00Z,남성,13176,46.83,257,52.66,1.95
2377,20201113T14:00:00Z,여성,14957,53.17,231,47.34,1.54
2378,20201113T14:00:00Z,80 이상,1234,4.39,247,50.61,20.02
2379,20201113T14:00:00Z,70-79,2262,8.04,157,32.17,6.94
2380,20201113T14:00:00Z,60-69,4444,15.8,56,11.48,1.26
2381,20201113T14:00:00Z,50-59,5137,18.26,22,4.51,0.43
2382,20201113T14:00:00Z,40-49,3805,13.53,4,0.82,0.11
2383,20201113T14:00:00Z,30-39,3538,12.58,2,0.41,0.06
2384,20201113T14:00:00Z,20-29,5411,19.23,0,0.00,0
2385,20201113T14:00:00Z,10-19,1554,5.52,0,0.00,0
2386,20201113T14:00:00Z,0-9,748,2.66,0,0.00,0
2387,20201114T16:00:00Z,남성,13281,46.87,260,52.85,1.96
2388,20201114T16:00:00Z,여성,15057,53.13,232,47.15,1.54
2389,20201114T16:00:00Z,80 이상,1241,4.38,249,50.61,20.06
2390,20201114T16:00:00Z,70-79,2269,8.01,157,31.91,6.92
2391,20201114T16:00:00Z,60-69,4476,15.8,57,11.59,1.27
2392,20201114T16:00:00Z,50-59,5173,18.25,23,4.67,0.44
2393,20201114T16:00:00Z,40-49,3834,13.53,4,0.81,0.1
2394,20201114T16:00:00Z,30-39,3570,12.6,2,0.41,0.06
2395,20201114T16:00:00Z,20-29,5447,19.22,0,0.00,0
2396,20201114T16:00:00Z,10-19,1568,5.53,0,0.00,0
2397,20201114T16:00:00Z,0-9,760,2.68,0,0.00,0
2398,20201115T15:00:00Z,남성,13381,46.88,260,52.74,1.94
2399,20201115T15:00:00Z,여성,15165,53.12,233,47.26,1.54
2400,20201115T15:00:00Z,80 이상,1246,4.36,250,50.71,20.06
2401,20201115T15:00:00Z,70-79,2282,7.99,157,31.85,6.88
2402,20201115T15:00:00Z,60-69,4516,15.82,57,11.56,1.26
2403,20201115T15:00:00Z,50-59,5222,18.29,23,4.67,0.44
2404,20201115T15:00:00Z,40-49,3861,13.53,4,0.81,0.1
2405,20201115T15:00:00Z,30-39,3597,12.6,2,0.41,0.06
2406,20201115T15:00:00Z,20-29,5473,19.17,0,0.00,0
2407,20201115T15:00:00Z,10-19,1581,5.54,0,0.00,0
2408,20201115T15:00:00Z,0-9,768,2.69,0,0.00,0
2409,20201116T14:00:00Z,남성,13499,46.92,260,52.63,1.93
2410,20201116T14:00:00Z,여성,15270,53.08,234,47.37,1.53
2411,20201116T14:00:00Z,80 이상,1250,4.34,251,50.81,20.08
2412,20201116T14:00:00Z,70-79,2297,7.98,157,31.78,6.84
2413,20201116T14:00:00Z,60-69,4569,15.88,57,11.54,1.25
2414,20201116T14:00:00Z,50-59,5262,18.29,23,4.66,0.44
2415,20201116T14:00:00Z,40-49,3890,13.52,4,0.81,0.1
2416,20201116T14:00:00Z,30-39,3624,12.6,2,0.40,0.06
2417,20201116T14:00:00Z,20-29,5510,19.15,0,0.00,0
2418,20201116T14:00:00Z,10-19,1593,5.54,0,0.00,0
2419,20201116T14:00:00Z,0-9,774,2.69,0,0.00,0
2420,20201117T14:00:00Z,남성,13616,46.95,260,52.63,1.91
2421,20201117T14:00:00Z,여성,15382,53.05,234,47.37,1.52
2422,20201117T14:00:00Z,80 이상,1258,4.34,251,50.81,19.95
2423,20201117T14:00:00Z,70-79,2315,7.98,157,31.78,6.78
2424,20201117T14:00:00Z,60-69,4607,15.89,57,11.54,1.24
2425,20201117T14:00:00Z,50-59,5306,18.3,23,4.66,0.43
2426,20201117T14:00:00Z,40-49,3926,13.54,4,0.81,0.1
2427,20201117T14:00:00Z,30-39,3650,12.59,2,0.40,0.05
2428,20201117T14:00:00Z,20-29,5547,19.13,0,0.00,0
2429,20201117T14:00:00Z,10-19,1605,5.53,0,0.00,0
2430,20201117T14:00:00Z,0-9,784,2.7,0,0.00,0
2431,20201118T14:00:00Z,남성,13800,47.08,261,52.62,1.89
2432,20201118T14:00:00Z,여성,15511,52.92,235,47.38,1.52
2433,20201118T14:00:00Z,80 이상,1279,4.36,251,50.60,19.62
2434,20201118T14:00:00Z,70-79,2335,7.97,159,32.06,6.81
2435,20201118T14:00:00Z,60-69,4648,15.86,57,11.49,1.23
2436,20201118T14:00:00Z,50-59,5361,18.29,23,4.64,0.43
2437,20201118T14:00:00Z,40-49,3987,13.6,4,0.81,0.1
2438,20201118T14:00:00Z,30-39,3697,12.61,2,0.40,0.05
2439,20201118T14:00:00Z,20-29,5594,19.08,0,0.00,0
2440,20201118T14:00:00Z,10-19,1621,5.53,0,0.00,0
2441,20201118T14:00:00Z,0-9,789,2.69,0,0.00,0
2442,20201119T14:00:00Z,남성,13981,47.15,262,52.61,1.87
2443,20201119T14:00:00Z,여성,15673,52.85,236,47.39,1.51
2444,20201119T14:00:00Z,80 이상,1290,4.35,251,50.40,19.46
2445,20201119T14:00:00Z,70-79,2352,7.93,159,31.93,6.76
2446,20201119T14:00:00Z,60-69,4692,15.82,59,11.85,1.26
2447,20201119T14:00:00Z,50-59,5416,18.26,23,4.62,0.42
2448,20201119T14:00:00Z,40-49,4043,13.63,4,0.80,0.1
2449,20201119T14:00:00Z,30-39,3744,12.63,2,0.40,0.05
2450,20201119T14:00:00Z,20-29,5642,19.03,0,0.00,0
2451,20201119T14:00:00Z,10-19,1664,5.61,0,0.00,0
2452,20201119T14:00:00Z,0-9,811,2.73,0,0.00,0
2453,20201120T14:00:00Z,남성,14172,47.21,263,52.50,1.86
2454,20201120T14:00:00Z,여성,15845,52.79,238,47.50,1.5
2455,20201120T14:00:00Z,80 이상,1301,4.33,253,50.50,19.45
2456,20201120T14:00:00Z,70-79,2380,7.93,159,31.74,6.68
2457,20201120T14:00:00Z,60-69,4737,15.78,60,11.98,1.27
2458,20201120T14:00:00Z,50-59,5476,18.24,23,4.59,0.42
2459,20201120T14:00:00Z,40-49,4102,13.67,4,0.80,0.1
2460,20201120T14:00:00Z,30-39,3793,12.64,2,0.40,0.05
2461,20201120T14:00:00Z,20-29,5707,19.01,0,0.00,0
2462,20201120T14:00:00Z,10-19,1699,5.66,0,0.00,0
2463,20201120T14:00:00Z,0-9,822,2.74,0,0.00,0
2464,20201121T14:00:00Z,남성,14382,47.3,264,52.49,1.84
2465,20201121T14:00:00Z,여성,16021,52.7,239,47.51,1.49
2466,20201121T14:00:00Z,80 이상,1307,4.3,253,50.30,19.36
2467,20201121T14:00:00Z,70-79,2403,7.9,160,31.81,6.66
2468,20201121T14:00:00Z,60-69,4774,15.7,61,12.13,1.28
2469,20201121T14:00:00Z,50-59,5532,18.2,23,4.57,0.42
2470,20201121T14:00:00Z,40-49,4158,13.68,4,0.80,0.1
2471,20201121T14:00:00Z,30-39,3842,12.64,2,0.40,0.05
2472,20201121T14:00:00Z,20-29,5815,19.13,0,0.00,0
2473,20201121T14:00:00Z,10-19,1735,5.71,0,0.00,0
2474,20201121T14:00:00Z,0-9,837,2.75,0,0.00,0
2475,20201122T14:00:00Z,남성,14555,47.36,265,52.48,1.82
2476,20201122T14:00:00Z,여성,16178,52.64,240,47.52,1.48
2477,20201122T14:00:00Z,80 이상,1318,4.29,254,50.30,19.27
2478,20201122T14:00:00Z,70-79,2421,7.88,161,31.88,6.65
2479,20201122T14:00:00Z,60-69,4806,15.64,61,12.08,1.27
2480,20201122T14:00:00Z,50-59,5588,18.18,23,4.55,0.41
2481,20201122T14:00:00Z,40-49,4222,13.74,4,0.79,0.09
2482,20201122T14:00:00Z,30-39,3889,12.65,2,0.40,0.05
2483,20201122T14:00:00Z,20-29,5880,19.13,0,0.00,0
2484,20201122T14:00:00Z,10-19,1755,5.71,0,0.00,0
2485,20201122T14:00:00Z,0-9,854,2.78,0,0.00,0
2486,20201123T14:00:00Z,남성,14683,47.36,267,52.46,1.82
2487,20201123T14:00:00Z,여성,16321,52.64,242,47.54,1.48
2488,20201123T14:00:00Z,80 이상,1327,4.28,255,50.10,19.22
2489,20201123T14:00:00Z,70-79,2438,7.86,163,32.02,6.69
2490,20201123T14:00:00Z,60-69,4826,15.57,61,11.98,1.26
2491,20201123T14:00:00Z,50-59,5638,18.18,24,4.72,0.43
2492,20201123T14:00:00Z,40-49,4271,13.78,4,0.79,0.09
2493,20201123T14:00:00Z,30-39,3930,12.68,2,0.39,0.05
2494,20201123T14:00:00Z,20-29,5921,19.1,0,0.00,0
2495,20201123T14:00:00Z,10-19,1776,5.73,0,0.00,0
2496,20201123T14:00:00Z,0-9,877,2.83,0,0.00,0
2497,20201124T14:00:00Z,남성,14873,47.44,268,52.55,1.8
2498,20201124T14:00:00Z,여성,16480,52.56,242,47.45,1.47
2499,20201124T14:00:00Z,80 이상,1334,4.25,256,50.20,19.19
2500,20201124T14:00:00Z,70-79,2463,7.86,163,31.96,6.62
2501,20201124T14:00:00Z,60-69,4869,15.53,61,11.96,1.25
2502,20201124T14:00:00Z,50-59,5698,18.17,24,4.71,0.42
2503,20201124T14:00:00Z,40-49,4331,13.81,4,0.78,0.09
2504,20201124T14:00:00Z,30-39,3983,12.7,2,0.39,0.05
2505,20201124T14:00:00Z,20-29,5988,19.1,0,0.00,0
2506,20201124T14:00:00Z,10-19,1794,5.72,0,0.00,0
2507,20201124T14:00:00Z,0-9,893,2.85,0,0.00,0
2508,20201125T14:00:00Z,남성,15079,47.52,269,52.44,1.78
2509,20201125T14:00:00Z,여성,16656,52.48,244,47.56,1.46
2510,20201125T14:00:00Z,80 이상,1344,4.24,256,49.90,19.05
2511,20201125T14:00:00Z,70-79,2487,7.84,165,32.16,6.63
2512,20201125T14:00:00Z,60-69,4915,15.49,62,12.09,1.26
2513,20201125T14:00:00Z,50-59,5770,18.18,24,4.68,0.42
2514,20201125T14:00:00Z,40-49,4406,13.88,4,0.78,0.09
2515,20201125T14:00:00Z,30-39,4044,12.74,2,0.39,0.05
2516,20201125T14:00:00Z,20-29,6040,19.03,0,0.00,0
2517,20201125T14:00:00Z,10-19,1825,5.75,0,0.00,0
2518,20201125T14:00:00Z,0-9,904,2.85,0,0.00,0
2519,20201126T14:00:00Z,남성,15376,47.58,271,52.62,1.76
2520,20201126T14:00:00Z,여성,16942,52.42,244,47.38,1.44
2521,20201126T14:00:00Z,80 이상,1353,4.19,256,49.71,18.92
2522,20201126T14:00:00Z,70-79,2515,7.78,167,32.43,6.64
2523,20201126T14:00:00Z,60-69,4987,15.43,62,12.04,1.24
2524,20201126T14:00:00Z,50-59,5865,18.15,24,4.66,0.41
2525,20201126T14:00:00Z,40-49,4499,13.92,4,0.78,0.09
2526,20201126T14:00:00Z,30-39,4127,12.77,2,0.39,0.05
2527,20201126T14:00:00Z,20-29,6165,19.08,0,0.00,0
2528,20201126T14:00:00Z,10-19,1882,5.82,0,0.00,0
2529,20201126T14:00:00Z,0-9,925,2.86,0,0.00,0
2530,20201127T14:00:00Z,남성,15688,47.7,271,52.52,1.73
2531,20201127T14:00:00Z,여성,17199,52.3,245,47.48,1.42
2532,20201127T14:00:00Z,80 이상,1379,4.19,257,49.81,18.64
2533,20201127T14:00:00Z,70-79,2542,7.73,167,32.36,6.57
2534,20201127T14:00:00Z,60-69,5055,15.37,62,12.02,1.23
2535,20201127T14:00:00Z,50-59,5982,18.19,24,4.65,0.4
2536,20201127T14:00:00Z,40-49,4598,13.98,4,0.78,0.09
2537,20201127T14:00:00Z,30-39,4212,12.81,2,0.39,0.05
2538,20201127T14:00:00Z,20-29,6251,19.01,0,0.00,0
2539,20201127T14:00:00Z,10-19,1922,5.84,0,0.00,0
2540,20201127T14:00:00Z,0-9,946,2.88,0,0.00,0
2541,20201128T14:00:00Z,남성,15934,47.74,273,52.30,1.71
2542,20201128T14:00:00Z,여성,17441,52.26,249,47.70,1.43
2543,20201128T14:00:00Z,80 이상,1395,4.18,262,50.19,18.78
2544,20201128T14:00:00Z,70-79,2572,7.71,167,31.99,6.49
2545,20201128T14:00:00Z,60-69,5137,15.39,63,12.07,1.23
2546,20201128T14:00:00Z,50-59,6060,18.16,24,4.60,0.4
2547,20201128T14:00:00Z,40-49,4690,14.05,4,0.77,0.09
2548,20201128T14:00:00Z,30-39,4284,12.84,2,0.38,0.05
2549,20201128T14:00:00Z,20-29,6319,18.93,0,0.00,0
2550,20201128T14:00:00Z,10-19,1959,5.87,0,0.00,0
2551,20201128T14:00:00Z,0-9,959,2.87,0,0.00,0
2552,20201129T14:00:00Z,남성,16167,47.8,274,52.39,1.69
2553,20201129T14:00:00Z,여성,17657,52.2,249,47.61,1.41
2554,20201129T14:00:00Z,80 이상,1408,4.16,262,50.10,18.61
2555,20201129T14:00:00Z,70-79,2598,7.68,168,32.12,6.47
2556,20201129T14:00:00Z,60-69,5183,15.32,63,12.05,1.22
2557,20201129T14:00:00Z,50-59,6142,18.16,24,4.59,0.39
2558,20201129T14:00:00Z,40-49,4759,14.07,4,0.76,0.08
2559,20201129T14:00:00Z,30-39,4349,12.86,2,0.38,0.05
2560,20201129T14:00:00Z,20-29,6412,18.96,0,0.00,0
2561,20201129T14:00:00Z,10-19,1996,5.9,0,0.00,0
2562,20201129T14:00:00Z,0-9,977,2.89,0,0.00,0
2563,20201130T14:00:00Z,남성,16323,47.73,275,52.28,1.68
2564,20201130T14:00:00Z,여성,17878,52.27,251,47.72,1.4
2565,20201130T14:00:00Z,80 이상,1434,4.19,263,50.00,18.34
2566,20201130T14:00:00Z,70-79,2622,7.67,169,32.13,6.45
2567,20201130T14:00:00Z,60-69,5240,15.32,64,12.17,1.22
